timestamp,flow1,occupancy1,flow2,occupancy2,flow3,occupancy3,totalflow,weekday,hour,minute,second
2016-01-01 02:16:03,0,0,1,0.0056,1,0.0056,2,4,2,16,0
2016-01-01 02:16:33,0,0,3,0.0167,1,0.0033,4,4,2,16,30
2016-01-01 02:17:03,5,0.0267,5,0.0289,1,0.0056,11,4,2,17,0
2016-01-01 02:17:33,1,0.0044,3,0.0178,2,0.01,6,4,2,17,30
2016-01-01 02:18:02,2,0.01,1,0.0044,0,0,3,4,2,18,0
2016-01-01 02:18:33,1,0.0044,3,0.0189,1,0.0056,5,4,2,18,30
2016-01-01 02:19:03,2,0.01,3,0.0189,2,0.0178,7,4,2,19,0
2016-01-01 02:19:33,1,0.0044,4,0.0233,2,0.0111,7,4,2,19,30
2016-01-01 02:20:05,4,0.0211,5,0.03,3,0.0167,12,4,2,20,0
2016-01-01 02:20:33,0,0,0,0,3,0.0144,3,4,2,20,30
2016-01-01 02:21:04,4,0.0222,0,0,2,0.0189,6,4,2,21,0
2016-01-01 02:21:33,2,0.01,2,0.9989,3,0.0178,7,4,2,21,30
2016-01-01 02:22:03,0,0,1,0.0044,1,0.0056,2,4,2,22,0
2016-01-01 02:22:33,2,0.01,4,0.0244,2,0.01,8,4,2,22,30
2016-01-01 02:23:03,1,0.0044,5,0.0311,2,0.0111,8,4,2,23,0
2016-01-01 02:23:33,3,0.0156,2,0.01,3,0.04,8,4,2,23,30
2016-01-01 02:24:04,2,0.01,2,0.01,1,0.0056,5,4,2,24,0
2016-01-01 02:24:33,3,0.0167,6,0.0311,2,0.0111,11,4,2,24,30
2016-01-01 02:25:04,4,0.0211,3,0.0178,3,0.0178,10,4,2,25,0
2016-01-01 02:25:33,1,0.0044,1,0.0056,1,0.0033,3,4,2,25,30
2016-01-01 02:26:03,2,0.01,4,0.0233,2,0.0178,8,4,2,26,0
2016-01-01 02:26:33,4,0.0211,4,0.0211,3,0.0167,11,4,2,26,30
2016-01-01 02:27:03,0,0,3,0.0178,1,0.0056,4,4,2,27,0
2016-01-01 02:27:33,1,0.0056,2,0.0111,2,0.0111,5,4,2,27,30
2016-01-01 02:28:03,6,0.0322,5,0.0289,1,0.0056,12,4,2,28,0
2016-01-01 02:28:34,2,0.01,2,0.0111,3,0.0178,7,4,2,28,30
2016-01-01 02:29:02,1,0.0044,2,0.01,1,0.0056,4,4,2,29,0
2016-01-01 02:29:33,2,0.01,4,0.0189,1,0.0056,7,4,2,29,30
2016-01-01 02:30:03,1,0.0033,2,0.01,1,0.0056,4,4,2,30,0
2016-01-01 02:30:33,0,0,2,0.01,4,0.0222,6,4,2,30,30
2016-01-01 02:31:03,0,0,3,0.0178,1,0.0056,4,4,2,31,0
2016-01-01 02:31:33,3,0.0144,2,0.0122,1,0.0044,6,4,2,31,30
2016-01-01 02:32:03,2,0.01,3,0.0178,2,0.01,7,4,2,32,0
2016-01-01 02:32:34,5,0.0278,6,0.0333,1,0.0056,12,4,2,32,30
2016-01-01 02:33:03,0,0,1,0.0044,3,0.0178,4,4,2,33,0
2016-01-01 02:33:33,1,0.0044,2,0.0122,3,0.02,6,4,2,33,30
2016-01-01 02:34:03,1,0.0044,2,0.01,1,0.0056,4,4,2,34,0
2016-01-01 02:34:33,2,0.01,1,0.0044,1,0.0056,4,4,2,34,30
2016-01-01 02:35:03,4,0.0189,4,0.0244,1,0.0044,9,4,2,35,0
2016-01-01 02:35:33,1,0.0044,4,0.0222,3,0.0356,8,4,2,35,30
2016-01-01 02:36:04,0,0,1,0.0056,3,0.0144,4,4,2,36,0
2016-01-01 02:36:33,1,0.0044,3,0.0144,3,0.03,7,4,2,36,30
2016-01-01 02:37:03,3,0.0144,3,0.0167,1,0.0044,7,4,2,37,0
2016-01-01 02:37:33,1,0.0044,1,0.0044,0,0,2,4,2,37,30
2016-01-01 02:38:03,0,0,1,0.0056,0,0,1,4,2,38,0
2016-01-01 02:38:34,2,0.01,3,0.0178,3,0.0167,8,4,2,38,30
2016-01-01 02:39:03,0,0,3,0.0167,0,0,3,4,2,39,0
2016-01-01 02:39:34,1,0.0156,2,0.0111,2,0.0111,5,4,2,39,30
2016-01-01 02:40:03,2,0.01,1,0.0044,1,0.0056,4,4,2,40,0
2016-01-01 02:40:33,1,0.0056,3,0.0189,1,0.0044,5,4,2,40,30
2016-01-01 02:41:03,2,0.01,2,0.01,1,0.0078,5,4,2,41,0
2016-01-01 02:41:33,1,0.0067,2,0.0111,1,0.0033,4,4,2,41,30
2016-01-01 02:42:03,3,0.0167,3,0.0189,1,0.0056,7,4,2,42,0
2016-01-01 02:42:33,1,0.0044,4,0.0222,2,0.0278,7,4,2,42,30
